0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Genesis,5,1,est,sum,auxiliary,-,-,singular,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,1,liber,liber,adjective,-,-,singular,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,positive
Genesis,5,1,generationis,generatio,noun,-,-,singular,-,-,-,-,-,feminine,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,1,Adam,Adam,proper_noun,-,-,singular,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,1,in,in,adposition,-,-,-,-,-,-,-,-,-,-,-,-,-,preposition,-,-,-,-,-
Genesis,5,1,die,dies,noun,-,-,singular,-,-,-,-,-,feminine,-,ablative,-,-,-,-,-,-,-,-
Genesis,5,1,qua,qui,pronoun,-,-,singular,-,relative,-,-,-,feminine,-,ablative,-,-,-,-,-,-,-,-
Genesis,5,1,creavit,creo,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,1,Deus,Deus,proper_noun,-,-,singular,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,1,hominem,homo,noun,-,-,singular,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,1,ad,ad,adposition,-,-,-,-,-,-,-,-,-,-,-,-,-,preposition,-,-,-,-,-
Genesis,5,1,similitudinem,similitudo,noun,-,-,singular,-,-,-,-,-,feminine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,1,Dei,Dei,proper_noun,-,-,singular,-,-,-,-,-,masculine,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,1,fecit,facio,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,1,illum,ille,pronoun,-,-,singular,-,demonstrative,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,1,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,2,masculum,masculus,noun,-,-,singular,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,2,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,2,feminam,femina,noun,-,-,singular,-,-,-,-,-,feminine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,2,creavit,creo,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,2,eos,is,pronoun,-,-,plural,-,demonstrative,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,2,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,2,benedixit,benedico,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,2,illis,ille,pronoun,-,-,plural,-,demonstrative,-,-,-,masculine,-,dative,-,-,-,-,-,-,-,-
Genesis,5,2,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,2,vocavit,vocavit,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,2,nomen,nomen,noun,-,-,singular,-,-,-,-,-,neuter,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,2,eorum,is,pronoun,-,-,plural,-,demonstrative,-,-,-,masculine,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,2,Adam,Adam,proper_noun,-,-,singular,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,2,in,in,adposition,-,-,-,-,-,-,-,-,-,-,-,-,-,preposition,-,-,-,-,-
Genesis,5,2,die,dies,noun,-,-,singular,-,-,-,-,-,feminine,-,ablative,-,-,-,-,-,-,-,-
Genesis,5,2,qua,qui,pronoun,-,-,singular,-,relative,-,-,-,feminine,-,ablative,-,-,-,-,-,-,-,-
Genesis,5,2,creati,creo,verb,-,-,plural,passive,-,past,-,-,masculine,-,nominative,perfective,-,-,-,-,-,participle,positive
Genesis,5,2,sunt,sum,auxiliary,-,-,plural,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,2,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,3,vixit,vixit,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,3,autem,autem,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,3,Adam,Adam,proper_noun,-,-,singular,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,3,centum,centum,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,3,triginta,triginta,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,3,annis,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,ablative,-,-,-,-,-,-,-,-
Genesis,5,3,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,3,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,3,ad,ad,adposition,-,-,-,-,-,-,-,-,-,-,-,-,-,preposition,-,-,-,-,-
Genesis,5,3,similitudinem,similitudo,noun,-,-,singular,-,-,-,-,-,feminine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,3,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,3,imaginem,imago,noun,-,-,singular,-,-,-,-,-,feminine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,3,suam,suus,determiner,-,-,singular,-,personal,-,pos,-,feminine,-,accusative,-,-,-,-,pos,psor,-,-
Genesis,5,3,vocavitque,vocavitque,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,3,nomen,nomen,noun,-,-,singular,-,-,-,-,-,neuter,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,3,eius,is,pronoun,-,-,singular,-,demonstrative,-,-,-,masculine,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,3,Seth,Seth,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,3,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,4,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,4,facti,facio,verb,-,-,plural,passive,-,past,-,-,masculine,-,nominative,perfective,-,-,-,-,-,participle,positive
Genesis,5,4,sunt,sum,auxiliary,-,-,plural,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,4,dies,dies,noun,-,-,plural,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,4,Adam,Adam,proper_noun,-,-,singular,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,4,postquam,postquam,subordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,4,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,4,Seth,Seth,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,4,octingenti,octingo,verb,-,-,plural,active,-,present,-,-,masculine,-,genitive,imperfective,-,-,-,-,-,participle,positive
Genesis,5,4,anni,annus,noun,-,-,singular,-,-,-,-,-,masculine,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,4,genuitque,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,4,filios,filius,noun,-,-,plural,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,4,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,4,filias,filia,noun,-,-,plural,-,-,-,-,-,feminine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,4,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,5,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,5,factum,facio,verb,-,-,singular,passive,-,past,-,-,neuter,-,nominative,perfective,-,-,-,-,-,participle,positive
Genesis,5,5,est,sum,auxiliary,-,-,singular,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,5,omne,omnis,determiner,-,-,singular,-,indefinite,-,-,-,neuter,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,5,tempus,tempus,noun,-,-,singular,-,-,-,-,-,neuter,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,5,quod,qui,pronoun,-,-,singular,-,relative,-,-,-,neuter,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,5,vixit,vixit,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,5,Adam,Adam,proper_noun,-,-,singular,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,5,anni,annus,noun,-,-,singular,-,-,-,-,-,masculine,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,5,nongenti,nongentum,noun,-,-,singular,-,-,-,-,-,masculine,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,5,triginta,triginta,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,5,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,5,mortuus,morior,verb,-,-,singular,passive,-,past,-,-,masculine,-,nominative,perfective,-,-,-,-,-,participle,positive
Genesis,5,5,est,sum,auxiliary,-,-,singular,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,5,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,6,vixit,vixit,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,6,quoque,quoque,adverb,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,6,Seth,Seth,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,6,centum,centum,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,6,quinque,quinque,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,6,annos,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,6,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,6,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,6,Enos,Enos,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,6,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,7,vixitque,vixitque,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,7,Seth,Seth,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,7,postquam,postquam,subordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,7,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,7,Enos,Enos,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,7,octingentis,octingo,verb,-,-,plural,active,-,present,-,-,masculine,-,genitive,imperfective,-,-,-,-,-,participle,positive
Genesis,5,7,septem,septem,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,7,annis,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,ablative,-,-,-,-,-,-,-,-
Genesis,5,7,genuitque,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,7,filios,filius,noun,-,-,plural,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,7,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,7,filias,filia,noun,-,-,plural,-,-,-,-,-,feminine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,7,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,8,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,8,facti,facio,verb,-,-,plural,passive,-,past,-,-,masculine,-,nominative,perfective,-,-,-,-,-,participle,positive
Genesis,5,8,sunt,sum,auxiliary,-,-,plural,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,8,omnes,omnis,determiner,-,-,plural,-,indefinite,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,8,dies,dies,noun,-,-,plural,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,8,Seth,Seth,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,8,nongentorum,nongentum,noun,-,-,plural,-,-,-,-,-,neuter,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,8,duodecim,duodecim,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,8,annorum,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,8,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,8,mortuus,morior,verb,-,-,singular,passive,-,past,-,-,masculine,-,nominative,perfective,-,-,-,-,-,participle,positive
Genesis,5,8,est,sum,auxiliary,-,-,singular,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,8,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,9,vixit,vixit,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,9,vero,vero,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,9,Enos,Enos,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,9,nonaginta,nonaginta,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,9,annis,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,ablative,-,-,-,-,-,-,-,-
Genesis,5,9,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,9,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,9,Cainan,Cainan,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,9,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,10,post,post,adposition,-,-,-,-,-,-,-,-,-,-,-,-,-,preposition,-,-,-,-,-
Genesis,5,10,cuius,qui,pronoun,-,-,singular,-,relative,-,-,-,neuter,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,10,ortum,ortus,noun,-,-,singular,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,10,vixit,vixit,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,10,octingentis,octingo,verb,-,-,singular,active,-,present,-,-,masculine,-,genitive,imperfective,-,-,-,-,-,participle,positive
Genesis,5,10,quindecim,quindex,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,10,annis,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,ablative,-,-,-,-,-,-,-,-
Genesis,5,10,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,10,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,10,filios,filius,noun,-,-,plural,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,10,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,10,filias,filia,noun,-,-,plural,-,-,-,-,-,feminine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,10,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,11,factique,factiquus,adjective,-,-,plural,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,positive
Genesis,5,11,sunt,sum,auxiliary,-,-,plural,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,11,omnes,omnis,determiner,-,-,plural,-,indefinite,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,11,dies,dies,noun,-,-,plural,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,11,Enos,Enos,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,11,nongentorum,nongentum,noun,-,-,plural,-,-,-,-,-,neuter,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,11,quinque,quinque,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,11,annorum,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,11,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,11,mortuus,morior,verb,-,-,singular,passive,-,past,-,-,masculine,-,nominative,perfective,-,-,-,-,-,participle,positive
Genesis,5,11,est,sum,auxiliary,-,-,singular,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,11,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,12,vixit,vixit,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,12,quoque,quoque,adverb,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,12,Cainan,Cainan,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,12,septuaginta,septuaginta,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,12,annis,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,ablative,-,-,-,-,-,-,-,-
Genesis,5,12,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,12,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,12,Malalehel,Malalehel,noun,-,-,singular,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,12,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,13,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,13,vixit,vixit,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,13,Cainan,Cainan,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,13,postquam,postquam,subordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,13,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,13,Malalehel,Malalehel,proper_noun,-,-,singular,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,13,octingentos,octingo,verb,-,-,plural,active,-,present,-,-,masculine,-,accusative,imperfective,-,-,-,-,-,participle,positive
Genesis,5,13,quadraginta,quadraginta,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,13,annos,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,13,genuitque,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,13,filios,filius,noun,-,-,plural,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,13,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,13,filias,filia,noun,-,-,plural,-,-,-,-,-,feminine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,13,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,14,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,14,facti,facio,verb,-,-,plural,passive,-,past,-,-,masculine,-,nominative,perfective,-,-,-,-,-,participle,positive
Genesis,5,14,sunt,sum,auxiliary,-,-,plural,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,14,omnes,omnis,determiner,-,-,plural,-,indefinite,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,14,dies,dies,noun,-,-,plural,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,14,Cainan,Cainan,proper_noun,-,-,singular,-,-,-,-,-,masculine,-,-,-,-,-,-,-,-,-,-
Genesis,5,14,nongenti,nongentum,noun,-,-,plural,-,-,-,-,-,masculine,-,genitive,-,-,-,-,-,-,-,-
Genesis,5,14,decem,decem,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,14,anni,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,14,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,14,mortuus,morior,verb,-,-,singular,passive,-,past,-,-,masculine,-,nominative,perfective,-,-,-,-,-,participle,positive
Genesis,5,14,est,sum,auxiliary,-,-,singular,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,14,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,15,vixit,vixit,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,15,autem,autem,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,15,Malalehel,Malalehel,noun,-,-,singular,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,15,sexaginta,sexaginta,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,15,quinque,quinque,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,15,annos,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,15,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,15,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,15,Iared,Iared,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,15,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,16,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,16,vixit,vixit,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,16,Malalehel,Malalehel,proper_noun,-,-,singular,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,16,postquam,postquam,subordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,16,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,16,Iared,Iared,proper_noun,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,16,octingentis,octingo,verb,-,-,singular,active,-,present,-,-,masculine,-,genitive,imperfective,-,-,-,-,-,participle,positive
Genesis,5,16,triginta,triginta,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,16,annis,annus,noun,-,-,plural,-,-,-,-,-,masculine,-,ablative,-,-,-,-,-,-,-,-
Genesis,5,16,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,16,genuit,gigno,verb,-,-,singular,active,-,past,-,-,-,-,-,perfective,-,-,indicative,-,third,finite,-
Genesis,5,16,filios,filius,noun,-,-,plural,-,-,-,-,-,masculine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,16,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,16,filias,filia,noun,-,-,plural,-,-,-,-,-,feminine,-,accusative,-,-,-,-,-,-,-,-
Genesis,5,16,;,;,punctuation,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,17,et,et,coordinating_conjunction,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Genesis,5,17,facti,facio,verb,-,-,plural,passive,-,past,-,-,masculine,-,nominative,perfective,-,-,-,-,-,participle,positive
Genesis,5,17,sunt,sum,auxiliary,-,-,plural,active,-,present,-,-,-,-,-,-,-,-,indicative,-,third,finite,-
Genesis,5,17,omnes,omnis,determiner,-,-,plural,-,indefinite,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,17,dies,dies,noun,-,-,plural,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,-
Genesis,5,17,Malalehel,Malalehel,adjective,-,-,plural,-,-,-,-,-,masculine,-,nominative,-,-,-,-,-,-,-,positive
Genesis,5,17,octingenti,octingo,verb,-,-,plural,active,-,present,-,-,masculine,-,nominative,imperfective,-,-,-,-,-,participle,positive
Genesis,5,17,nonaginta,nonaginta,numeral,cardinal,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
